B	0.981751 00:00:00.9817510
P	96.81435 00:01:36.8143500
L	96.895917 00:01:36.8959170
F	96.977483 00:01:36.9774830
G	97.059049 00:01:37.0590490
P	97.140615 00:01:37.1406150
K	97.222181 00:01:37.2221810
P	97.303747 00:01:37.3037470
J	97.384917 00:01:37.3849170
P	97.466087 00:01:37.4660870
L	97.547788 00:01:37.5477880
C	97.630025 00:01:37.6300250
G	97.712943 00:01:37.7129430
P	97.796417 00:01:37.7964170
K	97.880452 00:01:37.8804520
P	97.964771 00:01:37.9647710
J	98.048665 00:01:38.0486650
P	98.134285 00:01:38.1342850
L	98.221701 00:01:38.2217010
C	98.31067 00:01:38.3106700
G	98.401254 00:01:38.4012540
P	98.497844 00:01:38.4978440
J	98.603434 00:01:38.6034340
P	98.719503 00:01:38.7195030
G	98.8142 00:01:38.8142000
P	98.908897 00:01:38.9088970
L	99.003594 00:01:39.0035940
I	99.098291 00:01:39.0982910
L	99.186319 00:01:39.1863190
C	99.274347 00:01:39.2743470
G	99.362375 00:01:39.3623750
P	99.450403 00:01:39.4504030
L	99.538431 00:01:39.5384310
C	99.626459 00:01:39.6264590
G	99.714487 00:01:39.7144870
P	99.802516 00:01:39.8025160
L	99.890544 00:01:39.8905440
C	99.978572 00:01:39.9785720
G	100.090179 00:01:40.0901790
P	100.196917 00:01:40.1969170
G	100.284945 00:01:40.2849450
P	100.372973 00:01:40.3729730
L	100.461001 00:01:40.4610010
F	100.549498 00:01:40.5494980
G	100.638308 00:01:40.6383080
P	100.727914 00:01:40.7279140
L	100.81752 00:01:40.8175200
F	100.907936 00:01:40.9079360
G	100.998682 00:01:40.9986820
P	101.089922 00:01:41.0899220
L	101.181835 00:01:41.1818350
F	101.273916 00:01:41.2739160
G	101.366682 00:01:41.3666820
P	101.459793 00:01:41.4597930
L	101.553602 00:01:41.5536020
I	101.647943 00:01:41.6479430
L	101.737017 00:01:41.7370170
C	101.826091 00:01:41.8260910
G	101.915164 00:01:41.9151640
P	102.004238 00:01:42.0042380
J	102.093312 00:01:42.0933120
P	102.182385 00:01:42.1823850
L	102.271459 00:01:42.2714590
C	102.367984 00:01:42.3679840
G	102.456794 00:01:42.4567940
P	102.545604 00:01:42.5456040
L	102.634414 00:01:42.6344140
C	102.723224 00:01:42.7232240
G	102.812034 00:01:42.8120340
P	102.900844 00:01:42.9008440
L	102.989654 00:01:42.9896540
C	103.100029 00:01:43.1000290
H	103.189103 00:01:43.1891030
C	103.278176 00:01:43.2781760
G	103.36725 00:01:43.3672500
P	103.456324 00:01:43.4563240
J	103.545397 00:01:43.5453970
P	103.634471 00:01:43.6344710
L	103.723545 00:01:43.7235450
C	103.82197 00:01:43.8219700
G	103.91078 00:01:43.9107800
P	103.99959 00:01:43.9995900
L	104.0884 00:01:44.0884000
C	104.17721 00:01:44.1772100
G	104.26602 00:01:44.2660200
P	104.35483 00:01:44.3548300
L	104.44364 00:01:44.4436400
C	104.550923 00:01:44.5509230
H	104.550923 00:01:44.5509230
I	104.637679 00:01:44.6376790
N	104.724535 00:01:44.7245350
P	104.81205 00:01:44.8120500
P	104.899758 00:01:44.8997580
J	104.899758 00:01:44.8997580
O	104.988045 00:01:44.9880450
N	105.076765 00:01:45.0767650
C	105.165838 00:01:45.1658380
C	105.255446 00:01:45.2554460
G	105.255446 00:01:45.2554460
O	105.34532 00:01:45.3453200
N	105.435819 00:01:45.4358190
C	105.526577 00:01:45.5265770
C	105.618096 00:01:45.6180960
G	105.618096 00:01:45.6180960
O	105.709771 00:01:45.7097710
N	105.802135 00:01:45.8021350
C	105.895816 00:01:45.8958160
C	106.007602 00:01:46.0076020
H	106.007602 00:01:46.0076020
I	106.099121 00:01:46.0991210
N	106.191106 00:01:46.1911060
P	106.283728 00:01:46.2837280
P	106.376983 00:01:46.3769830
J	106.376983 00:01:46.3769830
O	106.471086 00:01:46.4710860
N	106.565681 00:01:46.5656810
C	106.660951 00:01:46.6609510
C	106.75689 00:01:46.7568900
G	106.75689 00:01:46.7568900
O	106.853726 00:01:46.8537260
N	106.951846 00:01:46.9518460
C	107.051416 00:01:47.0514160
C	107.151818 00:01:47.1518180
G	107.151818 00:01:47.1518180
O	107.252729 00:01:47.2527290
N	107.354149 00:01:47.3541490
C	107.456435 00:01:47.4564350
I	107.559248 00:01:47.5592480
N	107.660739 00:01:47.6607390
G	107.761059 00:01:47.7610590
L	107.860218 00:01:47.8602180
J	107.95796 00:01:47.9579600
N	108.054347 00:01:48.0543470
H	108.149678 00:01:48.1496780
H	108.243653 00:01:48.2436530
D	108.336335 00:01:48.3363350
F	108.427854 00:01:48.4278540
H	108.519028 00:01:48.5190280
H	108.609717 00:01:48.6097170
D	108.699808 00:01:48.6998080
F	108.789642 00:01:48.7896420
H	108.878716 00:01:48.8787160
H	108.967501 00:01:48.9675010
D	109.055789 00:01:49.0557890
F	109.143548 00:01:49.1435480
H	109.231063 00:01:49.2310630
H	109.317818 00:01:49.3178180
D	109.404337 00:01:49.4043370
F	109.490346 00:01:49.4903460
H	109.575581 00:01:49.5755810
H	109.659427 00:01:49.6594270
D	109.743272 00:01:49.7432720
F	109.827118 00:01:49.8271180
H	109.910964 00:01:49.9109640
H	109.99481 00:01:49.9948100
D	110.078655 00:01:50.0786550
F	110.162501 00:01:50.1625010
H	110.246347 00:01:50.2463470
H	110.330193 00:01:50.3301930
D	110.413701 00:01:50.4137010
F	110.494173 00:01:50.4941730
H	110.574645 00:01:50.5746450
H	110.655498 00:01:50.6554980
D	110.736623 00:01:50.7366230
F	110.818069 00:01:50.8180690
H	110.899857 00:01:50.8998570
H	110.981893 00:01:50.9818930
H	113.213315 00:01:53.2133150
D	113.304645 00:01:53.3046450
E	113.395434 00:01:53.3954340
E	113.487201 00:01:53.4872010
E	113.577062 00:01:53.5770620
E	113.666397 00:01:53.6663970
E	113.755383 00:01:53.7553830
E	113.843696 00:01:53.8436960
G	113.932054 00:01:53.9320540
N	114.019931 00:01:54.0199310
H	114.108432 00:01:54.1084320
H	114.197821 00:01:54.1978210
H	114.288106 00:01:54.2881060
H	114.380391 00:01:54.3803910
H	114.472261 00:01:54.4722610
H	114.564952 00:01:54.5649520
H	114.659652 00:01:54.6596520
H	114.756545 00:01:54.7565450
C	117.326037 00:01:57.3260370
I	117.326037 00:01:57.3260370
N	117.326037 00:01:57.3260370
G	117.326037 00:01:57.3260370
L	120.517727 00:02:00.5177270
I	120.517727 00:02:00.5177270
N	120.517727 00:02:00.5177270
E	120.517727 00:02:00.5177270
G	124.042792 00:02:04.0427920
O	124.042792 00:02:04.0427920
N	124.042792 00:02:04.0427920
G	124.042792 00:02:04.0427920
K	127.196438 00:02:07.1964380
P	127.196438 00:02:07.1964380
L	127.196438 00:02:07.1964380
O	129.223466 00:02:09.2234660
N	129.223466 00:02:09.2234660
P	129.384324 00:02:09.3843240
P	129.384324 00:02:09.3843240
P	129.540319 00:02:09.5403190
P	129.540319 00:02:09.5403190
P	129.691453 00:02:09.6914530
P	129.691453 00:02:09.6914530
N	129.784447 00:02:09.7844470
G	129.865397 00:02:09.8653970
P	129.865397 00:02:09.8653970
P	130.016302 00:02:10.0163020
P	130.016302 00:02:10.0163020
P	130.167208 00:02:10.1672080
P	130.167208 00:02:10.1672080
O	130.324405 00:02:10.3244050
N	130.324405 00:02:10.3244050
P	130.487892 00:02:10.4878920
P	130.487892 00:02:10.4878920
P	130.840212 00:02:10.8402120
P	130.840212 00:02:10.8402120
P	131.510994 00:02:11.5109940
P	131.510994 00:02:11.5109940
N	131.994606 00:02:11.9946060
I	131.994606 00:02:11.9946060
P	132.150602 00:02:12.1506020
P	132.150602 00:02:12.1506020
P	132.301735 00:02:12.3017350
P	132.301735 00:02:12.3017350
N	132.394729 00:02:12.3947290
G	132.475679 00:02:12.4756790
P	132.475679 00:02:12.4756790
P	132.626585 00:02:12.6265850
P	132.626585 00:02:12.6265850
P	132.77749 00:02:12.7774900
P	132.77749 00:02:12.7774900
O	132.934687 00:02:12.9346870
N	132.934687 00:02:12.9346870
P	133.098175 00:02:13.0981750
P	133.098175 00:02:13.0981750
P	133.453625 00:02:13.4536250
P	133.453625 00:02:13.4536250
P	134.12403 00:02:14.1240300
P	134.12403 00:02:14.1240300
N	134.44941 00:02:14.4494100
I	134.44941 00:02:14.4494100
P	134.610268 00:02:14.6102680
P	134.610268 00:02:14.6102680
O	134.766263 00:02:14.7662630
N	134.766263 00:02:14.7662630
P	134.917397 00:02:14.9173970
P	134.917397 00:02:14.9173970
N	135.010391 00:02:15.0103910
G	135.091341 00:02:15.0913410
P	135.091341 00:02:15.0913410
P	135.242246 00:02:15.2422460
P	135.242246 00:02:15.2422460
P	135.393152 00:02:15.3931520
P	135.393152 00:02:15.3931520
P	135.550349 00:02:15.5503490
P	135.550349 00:02:15.5503490
P	135.713836 00:02:15.7138360
P	135.713836 00:02:15.7138360
P	136.075718 00:02:16.0757180
P	136.075718 00:02:16.0757180
P	136.749126 00:02:16.7491260
P	136.749126 00:02:16.7491260
N	137.074505 00:02:17.0745050
I	137.074505 00:02:17.0745050
P	137.235363 00:02:17.2353630
P	137.235363 00:02:17.2353630
O	137.391359 00:02:17.3913590
N	137.391359 00:02:17.3913590
P	137.542493 00:02:17.5424930
P	137.542493 00:02:17.5424930
P	137.693626 00:02:17.6936260
P	137.693626 00:02:17.6936260
L	137.848265 00:02:17.8482650
I	137.848265 00:02:17.8482650
N	138.002905 00:02:18.0029050
O	138.002905 00:02:18.0029050
P	138.161968 00:02:18.1619680
P	138.161968 00:02:18.1619680
P	138.338128 00:02:18.3381280
P	138.338128 00:02:18.3381280
P	138.492767 00:02:18.4927670
P	138.492767 00:02:18.4927670
N	138.647406 00:02:18.6474060
O	138.647406 00:02:18.6474060
P	138.80647 00:02:18.8064700
P	138.80647 00:02:18.8064700
P	138.969958 00:02:18.9699580
P	138.969958 00:02:18.9699580
O	139.542165 00:02:19.5421650
N	139.623909 00:02:19.6239090
B	139.784767 00:02:19.7847670
E	139.940762 00:02:19.9407620
E	140.091896 00:02:20.0918960
E	140.18489 00:02:20.1848900
F	140.26584 00:02:20.2658400
H	140.420479 00:02:20.4204790
C	140.575118 00:02:20.5751180
E	140.73122 00:02:20.7312200
E	140.888783 00:02:20.8887830
C	140.888783 00:02:20.8887830
D	141.052004 00:02:21.0520040
E	141.209181 00:02:21.2091810
E	141.360314 00:02:21.3603140
E	141.453309 00:02:21.4533090
F	141.534258 00:02:21.5342580
H	141.688898 00:02:21.6888980
C	141.843537 00:02:21.8435370
H	142.0026 00:02:22.0026000
I	142.326946 00:02:22.3269460
N	142.482942 00:02:22.4829420
E	142.634075 00:02:22.6340750
E	142.72707 00:02:22.7270700
F	142.80802 00:02:22.8080200
H	142.962659 00:02:22.9626590
C	143.117298 00:02:23.1172980
E	143.273399 00:02:23.2733990
F	143.430962 00:02:23.4309620
F	143.592862 00:02:23.5928620
E	143.749378 00:02:23.7493780
E	143.900512 00:02:23.9005120
E	143.993506 00:02:23.9935060
F	144.074456 00:02:24.0744560
H	144.229095 00:02:24.2290950
C	144.383734 00:02:24.3837340
G	144.542798 00:02:24.5427980
O	144.706286 00:02:24.7062860
N	144.867144 00:02:24.8671440
E	145.023139 00:02:25.0231390
E	145.174273 00:02:25.1742730
E	145.267267 00:02:25.2672670
E	145.307742 00:02:25.3077420
C	145.348217 00:02:25.3482170
H	145.502856 00:02:25.5028560
C	145.657495 00:02:25.6574950
E	145.813597 00:02:25.8135970
C	145.97116 00:02:25.9711600
D	146.134381 00:02:26.1343810
G	146.291558 00:02:26.2915580
L	146.442691 00:02:26.4426910
E	146.535686 00:02:26.5356860
E	146.576161 00:02:26.5761610
C	146.616635 00:02:26.6166350
H	146.771275 00:02:26.7712750
C	146.925914 00:02:26.9259140
G	147.084977 00:02:27.0849770
L	147.248465 00:02:27.2484650
I	147.248465 00:02:27.2484650
P	147.419503 00:02:27.4195030
P	147.419503 00:02:27.4195030
O	147.582581 00:02:27.5825810
N	147.582581 00:02:27.5825810
P	147.7377 00:02:27.7377000
P	147.7377 00:02:27.7377000
P	147.892819 00:02:27.8928190
P	147.892819 00:02:27.8928190
L	148.052905 00:02:28.0529050
I	148.052905 00:02:28.0529050
N	148.21299 00:02:28.2129900
O	148.21299 00:02:28.2129900
P	148.384832 00:02:28.3848320
P	148.384832 00:02:28.3848320
P	148.595507 00:02:28.5955070
P	148.595507 00:02:28.5955070
P	148.780806 00:02:28.7808060
P	148.780806 00:02:28.7808060
N	148.978793 00:02:28.9787930
O	148.978793 00:02:28.9787930
P	149.197853 00:02:29.1978530
P	149.197853 00:02:29.1978530
P	149.435134 00:02:29.4351340
P	149.435134 00:02:29.4351340
O	150.300043 00:02:30.3000430
N	150.423602 00:02:30.4236020
B	150.423602 00:02:30.4236020
I	150.577527 00:02:30.5775270
N	150.730056 00:02:30.7300560
B	150.730056 00:02:30.7300560
O	150.881189 00:02:30.8811890
N	151.043879 00:02:31.0438790
B	151.043879 00:02:31.0438790
P	151.200211 00:02:31.2002110
N	151.356542 00:02:31.3565420
B	151.356542 00:02:31.3565420
N	151.506993 00:02:31.5069930
G	151.582219 00:02:31.5822190
O	151.582219 00:02:31.5822190
N	151.582219 00:02:31.5822190
E	151.657445 00:02:31.6574450
C	151.970108 00:02:31.9701080
H	151.970108 00:02:31.9701080
I	151.970108 00:02:31.9701080
N	152.583673 00:02:32.5836730
B	152.583673 00:02:32.5836730
O	152.734124 00:02:32.7341240
N	152.884576 00:02:32.8845760
B	152.884576 00:02:32.8845760
L	152.884576 00:02:32.8845760
I	153.038501 00:02:33.0385010
N	153.19103 00:02:33.1910300
B	153.19103 00:02:33.1910300
D	153.342163 00:02:33.3421630
E	153.342163 00:02:33.3421630
F	153.504853 00:02:33.5048530
B	153.504853 00:02:33.5048530
G	153.504853 00:02:33.5048530
N	153.661185 00:02:33.6611850
F	153.817516 00:02:33.8175160
B	153.817516 00:02:33.8175160
E	153.967967 00:02:33.9679670
F	154.071131 00:02:34.0711310
B	154.149912 00:02:34.1499120
N	154.149912 00:02:34.1499120
F	154.398806 00:02:34.3988060
D	154.398806 00:02:34.3988060
F	154.481771 00:02:34.4817710
D	154.481771 00:02:34.4817710
F	155.095336 00:02:35.0953360
B	155.095336 00:02:35.0953360
I	155.170562 00:02:35.1705620
N	155.396239 00:02:35.3962390
H	155.396239 00:02:35.3962390
I	155.550164 00:02:35.5501640
N	155.702693 00:02:35.7026930
B	155.702693 00:02:35.7026930
O	155.853827 00:02:35.8538270
N	156.016516 00:02:36.0165160
P	156.016516 00:02:36.0165160
N	156.172848 00:02:36.1728480
D	156.172848 00:02:36.1728480
I	156.329179 00:02:36.3291790
P	156.329179 00:02:36.3291790
N	156.479631 00:02:36.4796310
H	156.479631 00:02:36.4796310
C	156.554856 00:02:36.5548560
F	156.630082 00:02:36.6300820
H	156.630082 00:02:36.6300820
F	156.953881 00:02:36.9538810
B	156.953881 00:02:36.9538810
I	156.953881 00:02:36.9538810
P	157.567446 00:02:37.5674460
O	157.567446 00:02:37.5674460
N	157.868349 00:02:37.8683490
G	157.868349 00:02:37.8683490
N	158.022274 00:02:38.0222740
F	158.174803 00:02:38.1748030
B	158.325937 00:02:38.3259370
D	158.488626 00:02:38.4886260
B	158.644958 00:02:38.6449580
O	158.801289 00:02:38.8012890
P	158.801289 00:02:38.8012890
N	158.951741 00:02:38.9517410
L	159.124254 00:02:39.1242540
I	159.124254 00:02:39.1242540
N	159.283068 00:02:39.2830680
H	159.441882 00:02:39.4418820
D	159.441882 00:02:39.4418820
E	159.595807 00:02:39.5958070
F	159.749732 00:02:39.7497320
H	159.749732 00:02:39.7497320
I	160.293038 00:02:40.2930380
N	160.293038 00:02:40.2930380
P	160.416596 00:02:40.4165960
P	160.416596 00:02:40.4165960
N	160.570521 00:02:40.5705210
G	160.72305 00:02:40.7230500
P	160.72305 00:02:40.7230500
N	160.874184 00:02:40.8741840
G	161.036874 00:02:41.0368740
P	161.036874 00:02:41.0368740
P	161.193205 00:02:41.1932050
N	161.349537 00:02:41.3495370
B	161.349537 00:02:41.3495370
N	161.499988 00:02:41.4999880
G	161.575213 00:02:41.5752130
N	161.650439 00:02:41.6504390
G	161.650439 00:02:41.6504390
N	161.971638 00:02:41.9716380
C	161.971638 00:02:41.9716380
I	161.971638 00:02:41.9716380
N	162.585204 00:02:42.5852040
P	162.585204 00:02:42.5852040
L	162.735655 00:02:42.7356550
I	162.735655 00:02:42.7356550
P	162.886106 00:02:42.8861060
P	162.886106 00:02:42.8861060
L	162.886106 00:02:42.8861060
I	163.040031 00:02:43.0400310
N	163.19256 00:02:43.1925600
B	163.19256 00:02:43.1925600
G	163.19256 00:02:43.1925600
P	163.343694 00:02:43.3436940
L	163.343694 00:02:43.3436940
F	163.506384 00:02:43.5063840
B	163.506384 00:02:43.5063840
G	163.506384 00:02:43.5063840
N	163.662715 00:02:43.6627150
F	163.819047 00:02:43.8190470
B	163.819047 00:02:43.8190470
I	163.819047 00:02:43.8190470
P	163.969498 00:02:43.9694980
N	164.072661 00:02:44.0726610
B	164.151443 00:02:44.1514430
N	164.151443 00:02:44.1514430
I	164.151443 00:02:44.1514430
N	164.475242 00:02:44.4752420
L	164.475242 00:02:44.4752420
I	164.475242 00:02:44.4752420
P	165.088807 00:02:45.0888070
N	165.088807 00:02:45.0888070
O	165.164033 00:02:45.1640330
O	165.38971 00:02:45.3897100
N	165.38971 00:02:45.3897100
L	165.543635 00:02:45.5436350
I	165.543635 00:02:45.5436350
N	165.696164 00:02:45.6961640
B	165.696164 00:02:45.6961640
L	165.847298 00:02:45.8472980
I	165.847298 00:02:45.8472980
N	166.009987 00:02:46.0099870
B	166.009987 00:02:46.0099870
N	166.166319 00:02:46.1663190
I	166.166319 00:02:46.1663190
P	166.32265 00:02:46.3226500
P	166.32265 00:02:46.3226500
N	166.473102 00:02:46.4731020
D	166.473102 00:02:46.4731020
F	166.548327 00:02:46.5483270
B	166.548327 00:02:46.5483270
D	166.623553 00:02:46.6235530
F	166.623553 00:02:46.6235530
F	166.936216 00:02:46.9362160
B	166.936216 00:02:46.9362160
O	166.936216 00:02:46.9362160
N	167.549781 00:02:47.5497810
O	167.549781 00:02:47.5497810
P	167.850684 00:02:47.8506840
P	167.850684 00:02:47.8506840
N	168.002276 00:02:48.0022760
N	168.149407 00:02:48.1494070
B	168.149407 00:02:48.1494070
O	168.149407 00:02:48.1494070
N	168.296538 00:02:48.2965380
F	168.452869 00:02:48.4528690
B	168.609201 00:02:48.6092010
O	168.609201 00:02:48.6092010
N	168.756332 00:02:48.7563320
B	168.756332 00:02:48.7563320
N	168.903463 00:02:48.9034630
N	169.062277 00:02:49.0622770
I	169.062277 00:02:49.0622770
O	169.062277 00:02:49.0622770
N	169.210498 00:02:49.2104980
N	169.358719 00:02:49.3587190
B	169.358719 00:02:49.3587190
O	169.358719 00:02:49.3587190
N	169.503089 00:02:49.5030890
F	169.65354 00:02:49.6535400
B	169.800671 00:02:49.8006710
O	169.800671 00:02:49.8006710
N	169.944006 00:02:49.9440060
B	169.944006 00:02:49.9440060
N	170.087341 00:02:50.0873410
N	170.236669 00:02:50.2366690
I	170.236669 00:02:50.2366690
O	170.236669 00:02:50.2366690
N	170.379594 00:02:50.3795940
L	170.521909 00:02:50.5219090
I	170.521909 00:02:50.5219090
O	170.521909 00:02:50.5219090
N	170.664224 00:02:50.6642240
L	170.813552 00:02:50.8135520
I	170.813552 00:02:50.8135520
N	170.813552 00:02:50.8135520
N	170.95387 00:02:50.9538700
H	171.094188 00:02:51.0941880
I	171.094188 00:02:51.0941880
O	171.094188 00:02:51.0941880
N	171.234506 00:02:51.2345060
L	171.382728 00:02:51.3827280
I	171.382728 00:02:51.3827280
L	171.382728 00:02:51.3827280
G	172.272055 00:02:52.2720550
L	172.701035 00:02:52.7010350
N	172.772532 00:02:52.7725320
G	172.844029 00:02:52.8440290
N	173.980411 00:02:53.9804110
C	174.066421 00:02:54.0664210
E	174.066421 00:02:54.0664210
F	174.150793 00:02:54.1507930
C	174.232543 00:02:54.2325430
F	174.232543 00:02:54.2325430
H	174.311873 00:02:54.3118730
F	174.388728 00:02:54.3887280
F	174.388728 00:02:54.3887280
D	174.463064 00:02:54.4630640
E	174.535357 00:02:54.5353570
F	174.535357 00:02:54.5353570
H	174.605752 00:02:54.6057520
C	174.674249 00:02:54.6742490
E	174.674249 00:02:54.6742490
F	174.742307 00:02:54.7423070
C	174.810365 00:02:54.8103650
F	174.810365 00:02:54.8103650
H	174.878424 00:02:54.8784240
F	174.946482 00:02:54.9464820
F	174.946482 00:02:54.9464820
D	175.01454 00:02:55.0145400
E	175.082598 00:02:55.0825980
F	175.082598 00:02:55.0825980
H	175.150656 00:02:55.1506560
C	175.218561 00:02:55.2185610
E	175.218561 00:02:55.2185610
F	175.286902 00:02:55.2869020
C	175.356704 00:02:55.3567040
F	175.356704 00:02:55.3567040
H	175.428033 00:02:55.4280330
F	175.500995 00:02:55.5009950
F	175.500995 00:02:55.5009950
D	175.57555 00:02:55.5755500
E	175.651888 00:02:55.6518880
F	175.651888 00:02:55.6518880
I	175.729408 00:02:55.7294080
O	177.067876 00:02:57.0678760
N	177.139373 00:02:57.1393730
G	177.210869 00:02:57.2108690
N	178.347252 00:02:58.3472520
C	178.433262 00:02:58.4332620
E	178.433262 00:02:58.4332620
F	178.517634 00:02:58.5176340
C	178.599384 00:02:58.5993840
F	178.599384 00:02:58.5993840
H	178.678714 00:02:58.6787140
D	178.755569 00:02:58.7555690
F	178.755569 00:02:58.7555690
D	178.829905 00:02:58.8299050
E	178.902198 00:02:58.9021980
F	178.902198 00:02:58.9021980
H	178.972592 00:02:58.9725920
C	179.04109 00:02:59.0410900
E	179.04109 00:02:59.0410900
F	179.109148 00:02:59.1091480
C	179.177206 00:02:59.1772060
F	179.177206 00:02:59.1772060
H	179.245264 00:02:59.2452640
D	179.313323 00:02:59.3133230
F	179.313323 00:02:59.3133230
D	179.381381 00:02:59.3813810
E	179.449439 00:02:59.4494390
F	179.449439 00:02:59.4494390
H	179.517497 00:02:59.5174970
C	179.585402 00:02:59.5854020
E	179.585402 00:02:59.5854020
F	179.653743 00:02:59.6537430
C	179.723545 00:02:59.7235450
F	179.723545 00:02:59.7235450
H	179.794873 00:02:59.7948730
D	179.867836 00:02:59.8678360
F	179.867836 00:02:59.8678360
D	179.942391 00:02:59.9423910
E	180.018729 00:03:00.0187290
F	180.018729 00:03:00.0187290
I	180.096653 00:03:00.0966530
O	181.435121 00:03:01.4351210
N	181.506618 00:03:01.5066180
L	181.578114 00:03:01.5781140
F	182.714496 00:03:02.7144960
C	182.800507 00:03:02.8005070
G	182.800507 00:03:02.8005070
P	182.884879 00:03:02.8848790
D	182.884879 00:03:02.8848790
E	182.966629 00:03:02.9666290
F	182.966629 00:03:02.9666290
H	183.045959 00:03:03.0459590
I	183.122814 00:03:03.1228140
P	183.122814 00:03:03.1228140
N	183.19715 00:03:03.1971500
E	183.19715 00:03:03.1971500
E	183.269443 00:03:03.2694430
F	183.269443 00:03:03.2694430
H	183.339837 00:03:03.3398370
D	183.408335 00:03:03.4083350
G	183.408335 00:03:03.4083350
P	183.476393 00:03:03.4763930
D	183.476393 00:03:03.4763930
E	183.544451 00:03:03.5444510
F	183.544451 00:03:03.5444510
H	183.612509 00:03:03.6125090
I	183.680567 00:03:03.6805670
P	183.680567 00:03:03.6805670
N	183.748626 00:03:03.7486260
E	183.748626 00:03:03.7486260
E	183.816684 00:03:03.8166840
F	183.816684 00:03:03.8166840
H	183.884742 00:03:03.8847420
D	183.952647 00:03:03.9526470
G	183.952647 00:03:03.9526470
P	184.020987 00:03:04.0209870
D	184.020987 00:03:04.0209870
E	184.09079 00:03:04.0907900
F	184.09079 00:03:04.0907900
H	184.162118 00:03:04.1621180
I	184.235081 00:03:04.2350810
P	184.235081 00:03:04.2350810
P	184.309636 00:03:04.3096360
N	184.309636 00:03:04.3096360
I	184.385974 00:03:04.3859740
P	184.385974 00:03:04.3859740
H	184.462937 00:03:04.4629370
I	184.539899 00:03:04.5398990
P	184.539899 00:03:04.5398990
P	184.616862 00:03:04.6168620
N	184.616862 00:03:04.6168620
D	184.693824 00:03:04.6938240
F	184.693824 00:03:04.6938240
H	184.770787 00:03:04.7707870
I	184.847749 00:03:04.8477490
P	184.847749 00:03:04.8477490
P	184.924712 00:03:04.9247120
P	184.924712 00:03:04.9247120
D	185.001674 00:03:05.0016740
I	185.001674 00:03:05.0016740
N	185.078637 00:03:05.0786370
G	185.155599 00:03:05.1555990
P	185.155599 00:03:05.1555990
P	185.232562 00:03:05.2325620
N	185.232562 00:03:05.2325620
I	185.309524 00:03:05.3095240
P	185.309524 00:03:05.3095240
G	186.954318 00:03:06.9543180
N	187.133102 00:03:07.1331020
B	187.311887 00:03:07.3118870
C	187.490671 00:03:07.4906710
H	187.669455 00:03:07.6694550
C	187.848239 00:03:07.8482390
H	188.024044 00:03:08.0240440
F	188.232362 00:03:08.2323620
H	188.419491 00:03:08.4194910
H	188.58841 00:03:08.5884100
H	188.744147 00:03:08.7441470
H	188.895777 00:03:08.8957770
H	189.044044 00:03:09.0440440
C	189.19352 00:03:09.1935200
I	189.19352 00:03:09.1935200
P	189.417762 00:03:09.4177620
O	189.865109 00:03:09.8651090
N	189.931835 00:03:09.9318350
G	189.998561 00:03:09.9985610
N	191.134943 00:03:11.1349430
C	191.220954 00:03:11.2209540
E	191.220954 00:03:11.2209540
F	191.305326 00:03:11.3053260
C	191.387076 00:03:11.3870760
F	191.387076 00:03:11.3870760
H	191.466406 00:03:11.4664060
F	191.543261 00:03:11.5432610
F	191.543261 00:03:11.5432610
D	191.617597 00:03:11.6175970
E	191.68989 00:03:11.6898900
F	191.68989 00:03:11.6898900
H	191.760284 00:03:11.7602840
C	191.828782 00:03:11.8287820
E	191.828782 00:03:11.8287820
F	191.89684 00:03:11.8968400
C	191.964898 00:03:11.9648980
F	191.964898 00:03:11.9648980
H	192.032956 00:03:12.0329560
F	192.101014 00:03:12.1010140
F	192.101014 00:03:12.1010140
D	192.169073 00:03:12.1690730
E	192.237131 00:03:12.2371310
F	192.237131 00:03:12.2371310
H	192.305189 00:03:12.3051890
C	192.373094 00:03:12.3730940
E	192.373094 00:03:12.3730940
F	192.440906 00:03:12.4409060
C	192.509589 00:03:12.5095890
F	192.509589 00:03:12.5095890
H	192.579164 00:03:12.5791640
F	192.649654 00:03:12.6496540
F	192.649654 00:03:12.6496540
D	192.721084 00:03:12.7210840
E	192.79348 00:03:12.7934800
F	192.79348 00:03:12.7934800
F	192.866866 00:03:12.8668660
B	192.941272 00:03:12.9412720
G	193.016764 00:03:13.0167640
P	193.093335 00:03:13.0933350
L	193.171017 00:03:13.1710170
G	193.249842 00:03:13.2498420
P	193.329845 00:03:13.3298450
P	194.166603 00:03:14.1666030
N	194.238099 00:03:14.2380990
G	194.309596 00:03:14.3095960
N	195.445978 00:03:15.4459780
C	195.531989 00:03:15.5319890
E	195.531989 00:03:15.5319890
F	195.61636 00:03:15.6163600
C	195.698111 00:03:15.6981110
F	195.698111 00:03:15.6981110
H	195.77744 00:03:15.7774400
D	195.854295 00:03:15.8542950
F	195.854295 00:03:15.8542950
D	195.928631 00:03:15.9286310
E	196.000925 00:03:16.0009250
F	196.000925 00:03:16.0009250
H	196.071319 00:03:16.0713190
C	196.139817 00:03:16.1398170
E	196.139817 00:03:16.1398170
F	196.207875 00:03:16.2078750
C	196.275933 00:03:16.2759330
F	196.275933 00:03:16.2759330
H	196.343991 00:03:16.3439910
D	196.412049 00:03:16.4120490
F	196.412049 00:03:16.4120490
D	196.480107 00:03:16.4801070
E	196.548165 00:03:16.5481650
F	196.548165 00:03:16.5481650
H	196.616223 00:03:16.6162230
